activity_id,student_id,course_id,video_watched_min,quiz_score,assignment_score,timestamp
A030434,S027145,C022864,184,25,32,2024-11-10
A030435,S034895,C020276,241,95,42,2024-08-20
A030436,S024886,C019562,126,43,7,2024-01-29
A030437,S029792,C037180,201,2,16,2024-12-17
A030438,S029384,C013768,213,40,30,2024-12-20
A030439,S027127,C025121,286,75,84,2024-11-23
A030440,S025388,C014113,21,86,38,2024-12-23
A030441,S046731,C032013,145,43,83,2024-12-30
A030442,S025709,C026766,156,85,45,2024-11-21
A030443,S027751,C032315,284,2,77,2023-10-05
A030444,S042822,C018601,208,32,3,2024-12-22
A030445,S030312,C024215,193,94,53,2024-12-30
A030446,S035170,C003338,3,83,97,2024-12-26
A030447,S024435,C026152,23,90,66,2024-12-30
A030448,S046088,C022700,46,4,95,2024-12-24
A030449,S033950,C022046,113,15,11,2024-09-13
A030450,S021745,C047245,57,58,61,2024-09-18
A030451,S000907,C033598,298,92,89,2024-07-29
A030452,S047147,C012635,48,78,80,2024-07-23
A030453,S011601,C028131,179,95,1,2024-05-07
A030454,S026961,C032354,105,44,79,2024-09-06
A030455,S044052,C048264,210,11,81,2024-11-28
A030456,S006458,C040702,33,78,53,2024-12-25
A030457,S005780,C049228,253,48,59,2024-11-09
A030458,S033487,C010288,171,24,81,2024-04-13
A030459,S037465,C013818,238,2,2,2024-06-30
A030460,S030542,C010559,15,34,71,2024-12-30
A030461,S045072,C002154,7,5,73,2024-04-13
A030462,S027056,C028087,141,66,62,2024-11-02
A030463,S026573,C003186,94,34,4,2024-12-18
A030464,S018143,C032578,286,70,95,2024-12-07
A030465,S025919,C034122,25,10,3,2024-12-14
A030466,S037609,C009009,299,63,35,2024-11-03
A030467,S002509,C041186,274,19,29,2024-12-22
A030468,S039923,C042914,295,2,87,2024-09-22
A030469,S009393,C017042,1,34,58,2024-06-22
A030470,S002345,C028257,190,76,62,2024-12-23
A030471,S017974,C014836,237,87,6,2024-11-30
A030472,S017470,C032745,106,65,85,2024-12-26
A030473,S028762,C026132,177,39,83,2024-12-25
A030474,S006960,C010828,282,50,72,2024-12-12
A030475,S048339,C028857,281,50,27,2022-06-04
A030476,S010588,C004401,10,46,64,2024-07-28
A030477,S020284,C008544,244,89,69,2024-10-07
A030478,S047077,C012647,37,49,24,2024-11-25
A030479,S011487,C016982,18,80,7,2024-05-14
A030480,S038640,C034290,160,49,32,2024-12-17
A030481,S047807,C037034,271,41,1,2024-08-16
A030482,S023527,C010974,211,71,16,2024-04-08
A030483,S040558,C012373,172,46,25,2024-12-24
A030484,S019765,C011318,263,98,51,2024-11-10
A030485,S009122,C007743,162,17,11,2024-09-01
A030486,S039783,C028682,140,45,78,2024-08-20
A030487,S047634,C035799,205,46,1,2024-12-18
A030488,S033537,C019261,183,6,55,2024-12-29
A030489,S037137,C049912,93,26,81,2024-11-10
A030490,S045972,C016238,152,23,97,2024-12-29
A030491,S035806,C046515,183,95,89,2023-12-31
A030492,S004343,C027895,58,87,78,2024-11-17
A030493,S038692,C036341,257,44,0,2024-12-18
A030494,S005460,C010899,0,54,67,2024-12-20
A030495,S048169,C002952,2,50,75,2024-11-07
A030496,S031720,C048279,240,4,49,2024-12-28
A030497,S025375,C006757,147,61,22,2024-12-27
A030498,S048877,C016513,151,72,13,2024-09-11
A030499,S003812,C000985,180,50,25,2024-09-02
A030500,S019046,C001557,170,50,45,2024-07-07
A030501,S049768,C048200,149,49,2,2024-12-29
A030502,S006882,C035180,23,60,42,2024-11-19
A030503,S045974,C015942,177,20,60,2024-09-29
A030504,S021511,C025183,287,98,28,2024-12-11
A030505,S032017,C025672,223,57,56,2024-11-19
A030506,S030840,C040202,289,81,19,2022-10-12
A030507,S038438,C016833,276,4,73,2024-12-30
A030508,S008965,C045738,220,73,57,2024-06-16
A030509,S022767,C028617,236,45,89,2024-06-28
A030510,S007450,C034956,121,42,20,2024-12-26
A030511,S041920,C039451,203,70,1,2024-12-15
A030512,S038204,C025872,91,61,9,2024-12-30
A030513,S028476,C021133,275,4,51,2024-12-19
A030514,S012558,C045108,35,6,94,2024-05-03
A030515,S044111,C028658,32,89,87,2024-12-09
A030516,S018785,C022207,295,69,96,2024-12-23
A030517,S026862,C000313,185,53,29,2024-08-16
A030518,S034453,C032662,149,86,29,2024-12-08
A030519,S042369,C049893,183,83,68,2024-12-27
A030520,S003903,C023323,172,82,63,2024-10-12
A030521,S012945,C012932,273,100,51,2024-12-17
A030522,S004814,C004661,258,22,11,2024-07-28
A030523,S047117,C003733,84,55,26,2024-12-30
A030524,S034833,C012509,161,74,38,2024-10-07
A030525,S000162,C017577,239,90,26,2024-07-13
A030526,S004270,C013237,168,9,30,2024-09-30
A030527,S005353,C011382,126,75,100,2024-12-20
A030528,S019785,C010774,151,92,13,2024-11-10
A030529,S009194,C021710,156,90,36,2023-10-07
A030530,S031343,C011871,137,36,16,2023-04-04
A030531,S045727,C001691,292,40,96,2024-09-17
A030532,S032730,C028521,235,9,95,2024-10-21
A030533,S049040,C012502,40,6,58,2024-11-18
A030534,S049542,C019834,114,45,68,2024-12-29
A030535,S040681,C012670,203,40,45,2024-10-11
A030536,S024866,C038495,51,98,97,2024-12-03
A030537,S007170,C002764,136,16,82,2024-11-06
A030538,S039186,C020869,86,19,22,2024-07-18
A030539,S024030,C022273,259,65,8,2024-11-23
A030540,S037058,C001603,53,58,85,2024-12-28
A030541,S023057,C003669,260,100,95,2024-06-19
A030542,S008789,C047512,256,41,91,2024-11-15
A030543,S022274,C039419,234,70,56,2024-10-23
A030544,S016744,C009609,192,74,70,2024-10-05
A030545,S048393,C042865,101,31,34,2024-10-29
A030546,S002011,C009003,207,15,14,2024-12-27
A030547,S002588,C047174,6,14,94,2024-07-21
A030548,S013712,C049559,202,44,52,2024-09-01
A030549,S010358,C002624,220,94,69,2024-10-27
A030550,S025156,C001158,144,64,48,2024-04-01
A030551,S032775,C020217,75,52,74,2024-11-22
A030552,S029284,C026795,187,1,55,2024-11-20
A030553,S040365,C003081,203,39,71,2024-12-08
A030554,S036169,C027625,44,44,76,2024-12-27
A030555,S018096,C012289,218,48,39,2024-12-28
A030556,S023198,C013119,208,58,31,2024-12-23
A030557,S022023,C010694,147,62,1,2024-12-29
A030558,S017432,C009581,70,64,26,2024-11-25
A030559,S001784,C014715,42,81,19,2024-12-23
A030560,S043432,C019334,126,82,43,2024-12-30
A030561,S006349,C016170,274,93,72,2024-06-06
A030562,S028741,C012597,215,0,51,2024-12-26
A030563,S039479,C014815,1,38,14,2024-05-27
A030564,S036031,C015225,101,52,72,2024-02-11
A030565,S031716,C018643,190,58,50,2024-11-19
A030566,S002379,C049304,286,54,3,2024-12-03
A030567,S016203,C011017,178,56,91,2024-10-02
A030568,S037139,C018447,167,23,89,2024-12-25
A030569,S028694,C016712,39,72,3,2024-11-29
A030570,S028254,C043200,158,63,53,2024-01-23
A030571,S036953,C017265,76,24,34,2024-09-06
A030572,S034238,C020232,289,35,43,2024-12-09
A030573,S008659,C011200,145,5,51,2024-12-29
A030574,S022997,C025314,288,85,98,2024-12-11
A030575,S039122,C039793,98,24,18,2024-12-26
A030576,S007527,C039466,119,71,96,2024-12-21
A030577,S000818,C030947,177,56,53,2024-12-11
A030578,S020804,C020605,299,66,55,2024-12-23
A030579,S020478,C013726,240,41,83,2024-12-15
A030580,S005617,C038761,31,14,72,2024-11-23
A030581,S023314,C049468,190,96,82,2024-10-17
A030582,S044121,C017754,224,46,58,2024-12-04
A030583,S008492,C026978,199,95,29,2024-12-06
A030584,S040042,C019606,248,85,97,2024-12-28
A030585,S015489,C033276,219,37,70,2024-09-11
A030586,S022308,C016677,296,65,14,2024-12-24
A030587,S029590,C006396,273,23,47,2024-12-29
A030588,S015269,C031790,15,30,51,2024-08-18
A030589,S005237,C015134,4,69,73,2024-12-14
A030590,S032453,C016030,221,98,37,2024-12-08
A030591,S019573,C005316,58,60,77,2024-10-06
A030592,S002437,C035277,137,12,83,2024-12-02
A030593,S039535,C007787,28,51,97,2024-12-28
A030594,S033168,C018223,55,82,69,2024-10-28
A030595,S020913,C025594,221,38,12,2024-12-27
A030596,S046928,C024057,259,4,39,2024-12-27
A030597,S031575,C048171,23,82,68,2024-05-07
A030598,S039212,C002786,75,61,17,2024-03-17
A030599,S042747,C008066,12,52,92,2024-12-27
A030600,S047839,C049571,258,76,51,2024-12-28
A030601,S003977,C006172,151,75,32,2024-11-25
A030602,S001052,C006960,207,93,82,2024-07-03
A030603,S038828,C012361,186,0,69,2024-12-15
A030604,S033756,C007505,62,27,29,2024-10-16
A030605,S019658,C038942,222,51,59,2024-12-23
A030606,S016603,C026534,160,78,96,2024-11-09
A030607,S023143,C031439,209,93,43,2024-06-28
A030608,S025218,C036584,250,70,81,2024-04-15
A030609,S012779,C001878,283,81,26,2024-12-20
A030610,S027374,C047274,131,73,91,2024-12-07
A030611,S002316,C005779,111,99,69,2024-09-01
A030612,S040867,C015357,51,51,86,2024-12-13
A030613,S008887,C021423,176,90,98,2024-10-25
A030614,S038521,C026634,85,98,96,2024-12-14
A030615,S019261,C010077,168,39,89,2024-11-25
A030616,S005246,C010637,225,88,14,2023-11-17
A030617,S017732,C018057,295,90,67,2024-12-16
A030618,S000198,C020792,192,86,9,2024-12-09
A030619,S004266,C006831,73,46,85,2024-10-29
A030620,S038344,C038354,186,31,45,2024-10-19
A030621,S012616,C011155,31,40,57,2024-02-20
A030622,S006882,C039185,22,25,4,2024-12-03
A030623,S009698,C041778,217,61,91,2024-08-19
A030624,S028851,C031087,118,63,98,2024-12-28
A030625,S021601,C015409,204,0,7,2023-04-11
A030626,S039698,C008271,11,37,93,2024-07-25
A030627,S040764,C026027,125,45,32,2024-12-26
A030628,S016744,C037479,243,56,14,2024-11-01
A030629,S014371,C003823,222,78,53,2024-11-06
A030630,S028750,C037174,238,62,69,2023-10-05
A030631,S011556,C002913,129,68,28,2024-12-30
A030632,S041502,C019475,33,57,77,2024-12-12
A030633,S029201,C042170,36,80,66,2024-12-30
A030634,S043065,C037178,289,53,68,2024-12-25
A030635,S043516,C039956,108,40,7,2024-12-28
A030636,S004228,C017740,241,12,11,2024-11-29
A030637,S016292,C031465,152,5,9,2024-10-27
A030638,S044140,C024970,59,62,93,2024-06-13
A030639,S014441,C028936,30,15,77,2024-12-30
A030640,S007675,C048268,40,26,26,2024-07-20
A030641,S049913,C001693,7,29,13,2024-12-22
A030642,S000322,C027613,204,34,84,2024-12-12
A030643,S014863,C027918,69,8,53,2024-11-07
A030644,S047631,C006432,241,16,59,2024-11-24
A030645,S027537,C025770,208,92,58,2024-06-27
A030646,S031903,C049407,191,94,73,2024-12-30
A030647,S009086,C012250,242,38,73,2024-12-25
A030648,S024504,C014885,126,77,99,2024-12-30
A030649,S026517,C043451,39,62,84,2024-09-29
A030650,S040155,C041628,179,25,21,2024-12-19
A030651,S025156,C001158,260,9,49,2024-02-15
A030652,S000738,C030916,51,2,36,2024-12-26
A030653,S019139,C042276,54,51,84,2024-11-10
A030654,S011909,C018097,118,44,0,2024-05-27
A030655,S009774,C014474,217,18,20,2024-12-27
A030656,S029336,C009369,90,58,44,2024-04-04
A030657,S024866,C038495,94,74,2,2024-12-22
A030658,S028195,C018895,31,89,27,2024-12-13
A030659,S034131,C028560,143,69,23,2024-12-18
A030660,S016608,C028845,275,30,48,2024-11-11
A030661,S026328,C018207,187,33,23,2024-12-05
A030662,S030651,C022868,177,49,72,2024-10-08
A030663,S012109,C038543,80,87,100,2024-12-13
A030664,S007965,C033403,47,77,84,2024-12-12
A030665,S019583,C011221,74,19,69,2024-08-18
A030666,S038594,C029150,109,9,18,2024-12-24
A030667,S017231,C017666,113,16,94,2024-12-04
A030668,S005005,C045223,243,0,70,2024-09-14
A030669,S048002,C032674,124,34,14,2024-11-13
A030670,S017173,C013153,175,48,100,2024-12-19
A030671,S048832,C023579,59,52,75,2024-05-11
A030672,S005359,C009974,106,59,28,2024-11-29
A030673,S041042,C011557,143,64,73,2024-09-25
A030674,S001909,C002714,53,100,16,2024-11-23
A030675,S045516,C029186,192,27,59,2024-04-29
A030676,S019261,C045198,282,23,19,2024-12-27
A030677,S033204,C038364,150,77,66,2024-11-12
A030678,S026041,C046443,141,96,49,2024-10-04
A030679,S037520,C037980,174,83,12,2024-12-28
A030680,S031610,C017705,148,76,19,2024-12-20
A030681,S008825,C011888,252,89,71,2024-09-28
A030682,S049748,C020923,153,48,47,2024-12-07
A030683,S017420,C004512,248,21,13,2024-11-18
A030684,S011730,C047459,181,42,50,2024-11-18
A030685,S025659,C003694,220,16,95,2024-06-06
A030686,S029152,C023213,279,95,74,2024-12-29
A030687,S011985,C023171,13,17,1,2024-12-30
A030688,S001921,C032868,135,2,95,2024-11-18
A030689,S033857,C040344,234,57,33,2024-12-27
A030690,S033879,C004977,119,64,36,2024-10-28
A030691,S021498,C022521,92,8,45,2024-12-30
A030692,S035006,C039012,177,70,35,2024-12-18
A030693,S004837,C023682,39,89,34,2024-12-01
A030694,S039302,C005325,98,40,52,2024-12-25
A030695,S030121,C030929,119,24,18,2024-11-20
A030696,S034753,C013297,115,92,27,2024-08-28
A030697,S031362,C029311,79,16,49,2024-12-25
A030698,S021570,C009488,185,86,72,2024-11-13
A030699,S026384,C007414,49,13,88,2024-10-21
A030700,S024472,C038959,226,73,93,2024-12-23
A030701,S018862,C000149,153,8,90,2024-08-10
A030702,S013006,C027676,190,18,34,2024-12-28
A030703,S045027,C037123,20,37,88,2023-11-09
A030704,S023292,C018466,147,38,75,2024-11-13
A030705,S047722,C017186,178,76,56,2023-10-17
A030706,S019684,C048660,292,87,6,2024-08-29
A030707,S001730,C013871,30,46,56,2024-11-17
A030708,S023797,C004608,162,51,67,2024-12-24
A030709,S017974,C008330,123,96,3,2024-12-25
A030710,S028518,C024556,166,30,51,2024-11-14
A030711,S038089,C000805,134,50,27,2024-12-30
A030712,S037632,C042368,257,71,65,2024-07-19
A030713,S042314,C042124,101,96,51,2023-12-15
A030714,S013764,C041007,171,14,47,2024-07-08
A030715,S012552,C008476,38,43,72,2024-09-04
A030716,S012384,C001619,89,86,4,2024-10-21
A030717,S024671,C038073,92,10,98,2024-11-30
A030718,S029512,C034548,86,1,55,2024-12-11
A030719,S018930,C003764,95,27,16,2024-12-22
A030720,S022550,C042429,62,7,91,2024-12-28
A030721,S041077,C034204,297,9,50,2024-12-01
A030722,S000709,C025238,258,59,17,2024-06-16
A030723,S035174,C041711,248,57,55,2024-08-07
A030724,S032746,C005031,122,95,73,2024-12-30
A030725,S024995,C007534,30,87,27,2024-08-15
A030726,S026812,C009313,38,29,57,2024-07-09
A030727,S003064,C035402,297,6,64,2024-11-16
A030728,S005602,C031853,214,71,5,2024-12-20
A030729,S023335,C042696,235,57,56,2024-12-30
A030730,S003350,C048571,228,92,65,2024-12-29
A030731,S012823,C013961,272,100,9,2024-12-10
A030732,S019260,C042974,65,86,81,2024-12-17
A030733,S000708,C007955,143,4,60,2024-11-24
A030734,S032461,C031376,273,62,5,2024-10-31
A030735,S023741,C002177,61,33,65,2024-06-02
A030736,S002369,C035924,110,17,28,2024-11-11
A030737,S001437,C044480,265,1,27,2024-12-09
A030738,S048685,C040080,57,49,51,2024-12-29
A030739,S039240,C006192,62,84,2,2023-10-20
A030740,S022567,C013656,136,40,55,2024-05-26
A030741,S024737,C002358,191,56,24,2024-12-02
A030742,S017560,C023975,249,10,49,2024-12-19
A030743,S045412,C028150,236,88,72,2024-05-19
A030744,S025982,C007559,165,11,20,2024-11-28
A030745,S013649,C002677,229,94,44,2024-12-21
A030746,S032248,C034027,108,20,66,2024-09-18
A030747,S027717,C007903,63,82,71,2024-12-30
A030748,S043115,C036311,87,25,91,2024-09-08
A030749,S048226,C031909,11,11,44,2024-09-27
A030750,S001791,C014389,40,6,75,2024-09-18
A030751,S003869,C022510,47,1,56,2024-11-09
A030752,S009806,C024755,224,100,15,2024-11-16
A030753,S040594,C022028,76,78,77,2024-08-27
A030754,S016597,C041750,177,62,27,2024-11-20
A030755,S027908,C037775,53,83,5,2024-06-19
A030756,S015614,C007748,251,8,51,2024-12-29
A030757,S023303,C046832,139,10,89,2024-12-20
A030758,S017387,C004118,63,59,81,2024-12-01
A030759,S019791,C035118,97,94,10,2024-05-22
A030760,S006087,C036736,165,7,86,2024-08-22
A030761,S025234,C041325,289,89,74,2024-11-30
A030762,S030577,C025204,265,80,58,2024-12-22
A030763,S016913,C037235,195,46,1,2024-10-03
A030764,S005054,C048151,175,100,58,2024-05-28
A030765,S028401,C024881,248,17,9,2024-12-29
A030766,S031886,C006867,134,71,36,2024-07-13
A030767,S008983,C010315,283,55,25,2024-12-30
A030768,S042192,C018538,200,45,40,2023-03-25
A030769,S014478,C017304,117,38,96,2024-12-25
A030770,S011386,C047818,153,64,30,2024-10-16
A030771,S040977,C044693,273,85,25,2024-12-30
A030772,S034015,C037221,284,35,95,2024-12-02
A030773,S048790,C014405,284,84,30,2024-12-29
A030774,S030803,C005471,200,87,48,2024-12-26
A030775,S009075,C002035,129,58,32,2024-11-14
A030776,S025915,C010392,60,27,79,2024-01-31
A030777,S032877,C004149,271,40,40,2024-12-15
A030778,S028793,C039105,182,95,51,2024-12-29
A030779,S031616,C040125,283,24,35,2024-12-18
A030780,S046631,C012491,3,4,17,2024-11-18
A030781,S006314,C003468,0,38,17,2024-12-05
A030782,S034971,C005858,297,36,26,2024-12-26
A030783,S014345,C014412,243,28,84,2023-08-29
A030784,S035629,C022652,34,61,23,2024-10-17
A030785,S018828,C003977,5,17,18,2024-07-23
A030786,S041863,C027361,265,85,71,2024-12-15
A030787,S024098,C033520,39,82,8,2024-12-29
A030788,S024804,C010007,57,58,60,2024-12-30
A030789,S045500,C019006,59,98,23,2024-12-08
A030790,S035216,C026290,48,0,10,2024-11-03
A030791,S036375,C042698,133,62,0,2024-11-24
A030792,S015245,C024634,181,4,0,2024-12-29
A030793,S019552,C037445,16,81,12,2024-12-24
A030794,S034964,C016829,299,60,10,2024-10-18
A030795,S018855,C013336,295,6,79,2024-10-12
A030796,S021551,C034248,228,58,54,2024-12-25
A030797,S027864,C002363,76,34,64,2024-11-19
A030798,S032715,C040117,298,5,6,2024-11-08
A030799,S004671,C018063,203,45,65,2024-11-04
A030800,S031459,C008123,226,31,61,2024-12-21
A030801,S010590,C034399,1,14,53,2024-10-26
A030802,S016942,C007240,38,8,84,2024-08-08
A030803,S039096,C013539,185,19,85,2024-10-05
A030804,S031339,C017583,36,69,79,2023-10-05
A030805,S027623,C045376,7,45,59,2023-07-24
A030806,S005033,C009243,107,71,66,2024-10-15
A030807,S023005,C042641,234,7,1,2024-09-27
A030808,S046350,C033449,143,91,2,2024-10-02
A030809,S017086,C038644,7,25,37,2024-09-03
A030810,S012506,C038389,165,45,45,2024-09-17
A030811,S000723,C026027,53,7,31,2024-07-10
A030812,S033416,C022269,65,14,23,2024-07-01
A030813,S003935,C013572,199,73,8,2024-09-28
A030814,S022121,C011827,113,31,27,2024-07-14
A030815,S013601,C021554,291,17,32,2024-11-10
A030816,S017501,C046821,178,96,96,2024-12-21
A030817,S022505,C006258,9,92,11,2024-11-22
A030818,S026987,C006149,194,41,56,2024-10-18
A030819,S026969,C013283,53,78,27,2024-12-22
A030820,S035408,C021494,21,25,42,2024-12-17
A030821,S013950,C043194,79,13,47,2024-06-01
A030822,S046581,C003073,210,39,23,2024-11-06
A030823,S017132,C021853,176,4,19,2024-10-24
A030824,S026072,C029859,284,80,72,2024-12-19
A030825,S049489,C048509,131,74,87,2024-04-18
A030826,S018255,C023224,262,64,70,2024-11-28
A030827,S011059,C033521,264,78,80,2024-12-02
A030828,S033017,C021565,165,63,91,2024-12-06
A030829,S044135,C033542,203,7,88,2024-11-04
A030830,S049016,C045271,79,97,64,2024-11-19
A030831,S002798,C028011,205,7,93,2024-05-26
A030832,S018980,C000355,5,26,7,2024-04-24
A030833,S005471,C016115,247,34,43,2024-11-12
A030834,S043819,C045027,236,59,83,2024-12-28
A030835,S021299,C041228,251,98,43,2024-12-11
A030836,S028789,C031722,29,40,35,2024-07-30
A030837,S010229,C027493,178,76,4,2024-11-05
A030838,S019992,C025110,62,93,12,2024-10-11
A030839,S042002,C031047,252,11,13,2024-12-17
A030840,S016599,C024080,253,17,30,2024-11-10
A030841,S000680,C020525,172,99,17,2024-11-19
A030842,S002225,C027819,26,65,36,2024-07-29
A030843,S006258,C038445,228,1,22,2024-05-24
A030844,S041393,C011139,176,72,81,2024-10-13
A030845,S003116,C006914,134,97,37,2024-12-12
A030846,S041410,C002821,230,83,72,2024-11-14
A030847,S009777,C016364,185,28,6,2024-12-27
A030848,S004601,C013684,246,37,8,2024-03-16
A030849,S007043,C013737,129,44,94,2024-12-26
A030850,S047337,C038751,153,87,2,2024-12-09
A030851,S002655,C022740,145,86,18,2024-12-28
A030852,S048463,C022395,287,12,52,2024-12-16
A030853,S037731,C003028,40,90,31,2024-09-30
A030854,S027640,C033017,71,82,80,2024-10-18
A030855,S028784,C010598,90,18,50,2024-08-29
A030856,S043617,C009076,116,46,49,2024-10-28
A030857,S024581,C037156,89,67,83,2024-12-13
A030858,S002039,C037289,149,22,51,2024-10-10
A030859,S046557,C047756,63,52,38,2024-09-15
A030860,S015993,C044496,237,0,1,2024-11-15
A030861,S044740,C000867,299,80,36,2024-10-28
A030862,S015346,C031160,294,7,33,2024-02-21
A030863,S048125,C024478,282,63,67,2024-12-29
A030864,S005479,C005928,255,39,5,2024-12-06
A030865,S025567,C048619,183,92,4,2024-04-21
A030866,S034308,C006609,230,50,27,2024-12-05
